trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,is_circular_trip,datetime,sched_dep_datetime,sched_arr_datetime,hour,day_name,is_weekend,month,week_of_year,time_of_day_bucket,total_delay,delay_change,is_early_departure,is_early_arrival,trip_duration_scheduled,severe_delay,transport_type_enc,weather_condition_enc,event_type_enc,season_enc,weather_severity_index,feels_like_impact,event_impact_score,congestion_weather_combo,station_avg_dep_delay,station_delay_rate,route_avg_delay,route_delay_rate,actual_departure_delay_min_z,actual_arrival_delay_min_z,temperature_C_z,humidity_percent_z,wind_speed_kmh_z,precipitation_mm_z,event_attendance_est_z,traffic_congestion_index_z,total_delay_z,delay_change_z,trip_duration_scheduled_z,weather_severity_index_z,feels_like_impact_z,event_impact_score_z,congestion_weather_combo_z,actual_departure_delay_min_mm,actual_arrival_delay_min_mm,temperature_C_mm,humidity_percent_mm,wind_speed_kmh_mm,precipitation_mm_mm,event_attendance_est_mm,traffic_congestion_index_mm,total_delay_mm,delay_change_mm,trip_duration_scheduled_mm,weather_severity_index_mm,feels_like_impact_mm,event_impact_score_mm,congestion_weather_combo_mm
T00938,2023-01-10,23:30:00,Train,Route_7,Station_39,Station_20,23:30:00,00:15:00,11,21,Clear,19.2,58,20,1.3,None,2000,34,0,0,1,Spring,1,0,2023-01-10T18:00:00Z,2023-01-10T18:00:00Z,2023-01-10T18:45:00Z,23,Tuesday,0,1,2,Evening,32,10,0,0,45,1,3,1,0,2,0.1277,3.84,68,4.3418,8.88,76.47,13.58,79.78,0.3689,0.8269,0.3553,-0.3302,-0.5387,-1.4807,0.3897,-0.5558,0.8948,0.4776,0.7051,-1.5589,-0.1145,0.0443,-1.0327,0.619,0.75,0.605,0.4058,0.339,0.065,0.4,0.3434,0.6923,0.6038,0.6744,0.1222,0.2876,0.1374,0.0464
T00939,2023-01-10,23:45:00,Train,Route_18,Station_22,Station_37,23:47:00,00:27:00,5,9,Storm,14.6,54,3,17.4,None,0,49,0,0,1,Spring,1,0,2023-01-10T18:15:00Z,2023-01-10T18:17:00Z,2023-01-10T18:57:00Z,23,Tuesday,0,1,2,Evening,14,4,0,0,40,0,3,6,0,2,0.6631,0.438,0,32.4919,7.28,82.61,14.13,75.25,-0.5884,-0.4648,-0.0454,-0.5269,-1.5234,1.3041,-0.6329,-0.0426,-0.7168,-0.056,0.2642,1.0461,-0.8493,-0.5248,0.5678,0.3333,0.375,0.49,0.3478,0.0508,0.87,0,0.4949,0.3462,0.4906,0.5581,0.6648,0.1413,0,0.3469
T00940,2023-01-11,00:00:00,Metro,Route_5,Station_41,Station_28,00:02:00,00:37:00,12,20,Snow,14.5,39,59,10.3,None,5000,87,0,0,2,Summer,1,0,2023-01-10T18:30:00Z,2023-01-10T18:32:00Z,2023-01-10T19:07:00Z,0,Wednesday,0,1,2,Night,32,8,0,0,35,1,2,5,0,3,0.8059,8.555,435,70.1133,7.91,71.43,13.87,75.51,0.5284,0.7193,-0.0541,-1.2645,1.7203,0.076,1.9237,1.2577,0.8948,0.2997,-0.1767,1.7408,0.9039,3.1156,2.7067,0.6667,0.7188,0.4875,0.1304,1,0.515,1,0.8788,0.6923,0.566,0.4419,0.8096,0.4902,0.8788,0.7485
T00941,2023-01-11,00:15:00,Bus,Route_20,Station_5,Station_17,00:16:00,01:05:00,14,7,Cloudy,-1.9,64,50,11.8,None,500,78,0,0,2,Winter,1,0,2023-01-10T18:45:00Z,2023-01-10T18:46:00Z,2023-01-10T19:35:00Z,0,Wednesday,0,1,2,Night,21,-7,0,0,49,0,1,2,0,1,0.4901,-0.95,39,38.2278,8.3,62.16,13.46,75.26,0.8475,-0.6801,-1.4828,-0.0351,1.199,0.3354,-0.3772,0.9497,-0.0901,-1.0344,1.0578,0.2043,-1.1491,-0.1984,0.8939,0.7619,0.3125,0.0775,0.4928,0.8475,0.59,0.1,0.7879,0.4808,0.283,0.7674,0.4895,0.0817,0.0788,0.4081
T00942,2023-01-11,00:30:00,Metro,Route_3,Station_42,Station_28,00:30:00,01:01:00,18,13,Clear,2.6,84,20,7.4,None,5000,10,0,0,2,Winter,1,0,2023-01-10T19:00:00Z,2023-01-10T19:00:00Z,2023-01-10T19:31:00Z,0,Wednesday,0,1,2,Night,31,-5,0,0,31,0,2,1,0,1,0.2496,0.52,50,2.496,9.83,75,13.07,71.93,1.4856,-0.0342,-1.0908,0.9484,-0.5387,-0.4256,1.9237,-1.377,0.8052,-0.8565,-0.5294,-0.9658,-0.8316,-0.1064,-1.1376,0.9524,0.5,0.19,0.7826,0.339,0.37,1,0.101,0.6731,0.3208,0.3488,0.2458,0.1449,0.101,0.0266
T00943,2023-01-11,00:45:00,Bus,Route_7,Station_23,Station_41,00:48:00,01:05:00,15,9,Storm,7.8,54,47,13.4,None,5000,23,0,1,2,Autumn,1,0,2023-01-10T19:15:00Z,2023-01-10T19:18:00Z,2023-01-10T19:35:00Z,0,Wednesday,0,1,2,Night,24,-6,0,0,17,0,1,6,0,4,0.8068,3.666,115,18.5564,9.51,79.07,13.58,79.78,1.007,-0.4648,-0.6378,-0.5269,1.0252,0.6122,1.9237,-0.9322,0.1785,-0.9454,-1.7638,1.7452,-0.1521,0.4376,-0.2245,0.8095,0.375,0.32,0.3478,0.7966,0.67,1,0.2323,0.5385,0.3019,0.0233,0.8105,0.2801,0.2323,0.1981
T00944,2023-01-11,01:00:00,Bus,Route_14,Station_17,Station_2,01:03:00,01:28:00,3,23,Clear,11.8,74,21,8.6,Concert,0,74,0,0,2,Summer,1,0,2023-01-10T19:30:00Z,2023-01-10T19:33:00Z,2023-01-10T19:58:00Z,1,Wednesday,0,1,2,Night,26,20,0,0,25,1,1,1,1,3,0.2787,2.478,0,20.6238,8.95,85.45,13.5,75.24,-0.9074,1.0422,-0.2893,0.4567,-0.4808,-0.2181,-0.6329,0.8128,0.3576,1.367,-1.0584,-0.8242,-0.4087,-0.5248,-0.107,0.2381,0.8125,0.42,0.6377,0.3559,0.43,0,0.7475,0.5769,0.7925,0.2093,0.2753,0.229,0,0.2202
T00945,2023-01-11,01:15:00,Tram,Route_7,Station_12,Station_25,01:19:00,01:37:00,11,16,Clear,18.8,41,48,15.2,Protest,0,43,0,0,2,Winter,1,0,2023-01-10T19:45:00Z,2023-01-10T19:49:00Z,2023-01-10T20:07:00Z,1,Wednesday,0,1,2,Night,27,5,0,0,18,1,4,1,4,1,0.5479,9.024,0,23.5597,10.31,66.67,13.58,79.78,0.3689,0.2887,0.3205,-1.1662,1.0831,0.9235,-0.6329,-0.2479,0.4471,0.0329,-1.6756,0.4856,1.0052,-0.5248,0.0599,0.619,0.5938,0.595,0.1594,0.8136,0.76,0,0.4343,0.5962,0.5094,0.0465,0.5481,0.5104,0,0.2515
T00946,2023-01-11,01:30:00,Bus,Route_5,Station_23,Station_50,01:32:00,02:15:00,0,29,Storm,29.5,33,1,16.4,Festival,0,50,0,0,2,Summer,1,0,2023-01-10T20:00:00Z,2023-01-10T20:02:00Z,2023-01-10T20:45:00Z,1,Wednesday,0,1,2,Night,29,29,0,0,43,1,1,6,2,3,0.6329,0.295,0,31.645,9.51,79.07,13.87,75.51,-1.3861,1.6881,1.2526,-1.5596,-1.6393,1.1311,-0.6329,-0.0083,0.6262,2.1674,0.5287,0.8991,-0.8802,-0.5248,0.5196,0.0952,1,0.8625,0.0435,0.0169,0.82,0,0.5051,0.6346,0.9623,0.6279,0.6342,0.1352,0,0.3378
T00947,2023-01-11,01:45:00,Metro,Route_5,Station_16,Station_41,01:47:00,02:13:00,4,28,Storm,1.4,96,16,13.4,None,5000,16,0,0,2,Spring,1,0,2023-01-10T20:15:00Z,2023-01-10T20:17:00Z,2023-01-10T20:43:00Z,1,Wednesday,0,1,2,Night,32,24,0,0,26,1,2,6,0,2,0.6492,0.224,80,10.3872,8.65,83.78,13.87,75.51,-0.7479,1.5805,-1.1953,1.5385,-0.7704,0.6122,1.9237,-1.1717,0.8948,1.7227,-0.9702,0.9784,-0.8955,0.1447,-0.689,0.2857,0.9688,0.16,0.9565,0.2712,0.67,1,0.1616,0.6923,0.8679,0.2326,0.6508,0.1321,0.1616,0.1109
T00948,2023-01-11,02:00:00,Train,Route_2,Station_3,Station_6,02:00:00,02:35:00,12,4,Storm,-4.4,46,18,9.8,Festival,5000,69,0,0,2,Winter,0,0,2023-01-10T20:30:00Z,2023-01-10T20:30:00Z,2023-01-10T21:05:00Z,2,Wednesday,0,1,2,Night,16,-8,0,0,35,0,3,6,2,1,0.5874,-0.792,345,40.5306,8.2,70.73,13.22,77.27,0.5284,-1.003,-1.7006,-0.9203,-0.6546,-0.0105,1.9237,0.6418,-0.5377,-1.1233,-0.1767,0.6778,-1.115,2.3624,1.0248,0.6667,0.2188,0.015,0.2319,0.3051,0.49,1,0.697,0.3846,0.2642,0.4419,0.5881,0.0885,0.697,0.4327
T00949,2023-01-11,02:15:00,Bus,Route_6,Station_30,Station_11,02:18:00,02:58:00,18,25,Clear,13,94,39,15.6,None,0,84,1,0,2,Winter,1,0,2023-01-10T20:45:00Z,2023-01-10T20:48:00Z,2023-01-10T21:28:00Z,2,Wednesday,0,1,2,Night,43,7,0,0,40,1,1,1,0,1,0.5101,5.07,0,42.8484,7.11,78.95,13.84,76.29,1.4856,1.2575,-0.1848,1.4402,0.5618,0.9927,-0.6329,1.155,1.8796,0.2108,0.2642,0.3017,0.1512,-0.5248,1.1566,0.9524,0.875,0.45,0.9275,0.661,0.78,0,0.8485,0.9038,0.5472,0.5581,0.5098,0.3404,0,0.4574
T00950,2023-01-11,02:30:00,Tram,Route_15,Station_22,Station_38,02:34:00,03:03:00,13,15,Cloudy,12.3,82,23,9.9,None,0,7,0,1,2,Spring,1,0,2023-01-10T21:00:00Z,2023-01-10T21:04:00Z,2023-01-10T21:33:00Z,2,Wednesday,0,1,2,Night,28,2,0,0,29,0,4,2,0,2,0.3149,2.829,0,2.2043,7.28,82.61,13.99,77.68,0.6879,0.1811,-0.2458,0.8501,-0.3649,0.0068,-0.6329,-1.4797,0.5366,-0.2339,-0.7057,-0.6481,-0.3329,-0.5248,-1.1542,0.7143,0.5625,0.4325,0.7536,0.3898,0.495,0,0.0707,0.6154,0.4528,0.3023,0.3119,0.2441,0,0.0235
T00951,2023-01-11,02:45:00,Metro,Route_10,Station_9,Station_6,02:45:00,03:07:00,13,2,Rain,17.1,86,19,2.2,None,0,78,0,0,2,Winter,0,0,2023-01-10T21:15:00Z,2023-01-10T21:15:00Z,2023-01-10T21:37:00Z,2,Wednesday,0,1,2,Night,15,-11,0,0,22,0,2,4,0,1,0.1406,3.249,0,10.9668,6.95,70.27,11.81,70.93,0.6879,-1.2183,0.1724,1.0468,-0.5966,-1.3251,-0.6329,0.9497,-0.6273,-1.3901,-1.3229,-1.4961,-0.2422,-0.5248,-0.656,0.7143,0.1562,0.5525,0.8116,0.322,0.11,0,0.7879,0.3654,0.2075,0.1395,0.1353,0.2622,0,0.1171
T00952,2023-01-11,03:00:00,Bus,Route_7,Station_29,Station_45,03:02:00,03:53:00,5,17,Rain,28.3,57,37,2.3,Sports,2000,95,0,0,2,Spring,1,0,2023-01-10T21:30:00Z,2023-01-10T21:32:00Z,2023-01-10T22:23:00Z,3,Wednesday,0,1,2,Night,22,12,0,0,51,1,1,4,5,2,0.2341,10.471,190,22.2395,7.21,72.34,13.58,79.78,-0.5884,0.3964,1.148,-0.3794,0.446,-1.3078,0.3897,1.5314,-5e-4,0.6555,1.2341,-1.0412,1.3177,1.0653,-0.0151,0.3333,0.625,0.8325,0.3913,0.6271,0.115,0.4,0.9596,0.5,0.6415,0.814,0.2301,0.5726,0.3838,0.2374
T00953,2023-01-11,03:15:00,Metro,Route_5,Station_47,Station_11,03:18:00,04:07:00,4,18,Clear,27.1,45,11,19,Festival,0,73,0,0,2,Spring,1,0,2023-01-10T21:45:00Z,2023-01-10T21:48:00Z,2023-01-10T22:37:00Z,3,Wednesday,0,1,2,Night,22,14,0,0,49,1,2,1,2,2,0.4357,2.981,0,31.8061,8.43,70.59,13.87,75.51,-0.7479,0.504,1.0435,-0.9695,-1.06,1.5808,-0.6329,0.7786,-5e-4,0.8334,1.0578,-0.0603,-0.3,-0.5248,0.5288,0.2857,0.6562,0.8025,0.2174,0.1864,0.95,0,0.73740000000000006,0.5,0.6792,0.7674,0.4344,0.2506,0,0.3396
T00954,2023-01-11,03:30:00,Tram,Route_1,Station_37,Station_14,03:34:00,04:13:00,3,6,Clear,-1,50,24,4.3,Concert,0,27,0,1,2,Summer,1,0,2023-01-10T22:00:00Z,2023-01-10T22:04:00Z,2023-01-10T22:43:00Z,3,Wednesday,0,1,2,Night,9,3,0,0,39,0,4,1,1,3,0.208,-0.24,0,5.616,8.84,62.16,13.43,73.56,-0.9074,-0.7878,-1.4044,-0.7236,-0.307,-0.9618,-0.6329,-0.7953,-1.1644,-0.145,0.176,-1.1682,-0.9958,-0.5248,-0.9602,0.2381,0.2812,0.1,0.2899,0.4068,0.215,0,0.2727,0.25,0.4717,0.5349,0.2036,0.1122,0,0.06
T00955,2023-01-11,03:45:00,Tram,Route_13,Station_23,Station_2,03:46:00,04:13:00,-1,6,Cloudy,32.4,71,22,16.3,None,0,78,0,0,2,Autumn,1,0,2023-01-10T22:15:00Z,2023-01-10T22:16:00Z,2023-01-10T22:43:00Z,3,Wednesday,0,1,2,Night,5,7,1,0,27,0,4,2,0,4,0.4377,7.128,0,34.1406,9.51,79.07,11.93,69.64,-1.5456,-0.7878,1.5052,0.3091,-0.4229,1.1138,-0.6329,0.9497,-1.5226,0.2108,-0.882,-0.0506,0.5957,-0.5248,0.6615,0.0476,0.2812,0.935,0.5942,0.3729,0.815,0,0.7879,0.1731,0.5472,0.2558,0.4364,0.4289,0,0.3645
T00956,2023-01-11,04:00:00,Metro,Route_18,Station_13,Station_40,04:03:00,04:32:00,19,25,Storm,-0.6,83,49,4.9,Concert,2000,11,0,1,2,Autumn,1,0,2023-01-10T22:30:00Z,2023-01-10T22:33:00Z,2023-01-10T23:02:00Z,4,Wednesday,0,1,2,Night,44,6,0,0,29,1,2,6,1,4,0.6471,-0.294,22,7.1181,8.39,77.55,14.13,75.25,1.6452,1.2575,-1.3695,0.8992,1.1411,-0.858,0.3897,-1.3428,1.9691,0.1218,-0.7057,0.9682,-1.0074,-0.3407,-0.8748,1,0.875,0.11,0.7681,0.8305,0.245,0.4,0.1111,0.9231,0.5283,0.3023,0.6486,0.1099,0.0444,0.076
T00957,2023-01-11,04:15:00,Bus,Route_13,Station_32,Station_3,04:19:00,04:36:00,10,12,Clear,20.4,61,58,8.6,None,5000,42,0,0,2,Spring,1,0,2023-01-10T22:45:00Z,2023-01-10T22:49:00Z,2023-01-10T23:06:00Z,4,Wednesday,0,1,2,Night,22,2,0,0,17,0,1,1,0,2,0.4668,11.832,210,19.6056,9.04,73.47,11.93,69.64,0.2093,-0.1419,0.4598,-0.1826,1.6624,-0.2181,1.9237,-0.2821,-5e-4,-0.2339,-1.7638,0.091,1.6117,1.2326,-0.1649,0.5714,0.4688,0.635,0.4493,0.9831,0.43,1,0.4242,0.5,0.4528,0.0233,0.4659,0.6311,0.4242,0.2093
T00958,2023-01-11,04:30:00,Train,Route_18,Station_46,Station_35,04:30:00,04:56:00,9,-3,Fog,21.9,67,33,13.1,None,0,81,0,0,2,Summer,0,0,2023-01-10T23:00:00Z,2023-01-10T23:00:00Z,2023-01-10T23:26:00Z,4,Wednesday,0,1,2,Night,6,-12,0,1,26,0,3,3,0,3,0.4297,7.227,0,34.8057,9.44,79.41,14.13,75.25,0.0498,-1.7566,0.5905,0.1124,0.2143,0.5603,-0.6329,1.0524,-1.433,-1.479,-0.9702,-0.0895,0.617,-0.5248,0.6993,0.5238,0,0.6725,0.5362,0.5593,0.655,0,0.8182,0.1923,0.1887,0.2326,0.4283,0.4332,0,0.3716
T00959,2023-01-11,04:45:00,Tram,Route_5,Station_47,Station_33,04:46:00,05:25:00,12,13,Storm,22.2,99,31,3.2,None,0,36,0,0,2,Spring,1,0,2023-01-10T23:15:00Z,2023-01-10T23:16:00Z,2023-01-10T23:55:00Z,4,Wednesday,0,1,2,Night,25,1,0,0,39,0,4,6,0,2,0.5216,6.882,0,18.7776,8.43,70.59,13.87,75.51,0.5284,-0.0342,0.6166,1.6861,0.0984,-1.1521,-0.6329,-0.4874,0.2681,-0.3228,0.176,0.3576,0.5425,-0.5248,-0.212,0.6667,0.5,0.68,1,0.5254,0.16,0,0.3636,0.5577,0.434,0.5349,0.5214,0.4183,0,0.2005
T00960,2023-01-11,05:00:00,Bus,Route_13,Station_48,Station_24,05:04:00,05:38:00,6,26,Clear,5.6,67,50,14.7,None,500,87,0,1,2,Summer,1,0,2023-01-10T23:30:00Z,2023-01-10T23:34:00Z,2023-01-11T00:08:00Z,5,Wednesday,0,1,2,Night,32,20,0,0,34,1,1,1,0,3,0.5481,2.8,43.5,47.6847,8.91,84.09,11.93,69.64,-0.4288,1.3652,-0.8294,0.1124,1.199,0.8371,-0.3772,1.2577,0.8948,1.367,-0.2648,0.4865,-0.3391,-0.1607,1.4315,0.381,0.9062,0.265,0.5362,0.8475,0.735,0.1,0.8788,0.6923,0.7925,0.4186,0.5483,0.2429,0.0879,0.5091
T00961,2023-01-11,05:15:00,Bus,Route_4,Station_23,Station_19,05:19:00,05:59:00,-1,22,Fog,8.2,83,23,13.8,None,5000,62,0,0,2,Summer,1,0,2023-01-10T23:45:00Z,2023-01-10T23:49:00Z,2023-01-11T00:29:00Z,5,Wednesday,0,1,2,Night,21,23,1,0,40,1,1,3,0,3,0.3928,1.886,310,24.3536,9.51,79.07,12.68,72.12,-1.5456,0.9346,-0.6029,0.8992,-0.3649,0.6814,1.9237,0.4022,-0.0901,1.6338,0.2642,-0.2691,-0.5366,2.0695,0.1051,0.0476,0.7812,0.33,0.7681,0.3898,0.69,1,0.6263,0.4808,0.8491,0.5581,0.3909,0.2036,0.6263,0.26
T00962,2023-01-11,05:30:00,Train,Route_17,Station_45,Station_18,05:32:00,06:11:00,14,15,Snow,16.9,89,41,10.9,Sports,0,92,0,0,2,Autumn,1,0,2023-01-11T00:00:00Z,2023-01-11T00:02:00Z,2023-01-11T00:41:00Z,5,Wednesday,0,1,2,Night,29,1,0,0,39,0,3,5,5,4,0.7264,6.929,0,66.8288,9.22,73.33,13.47,78.18,0.8475,0.1811,0.1549,1.1943,0.6777,0.1798,-0.6329,1.4287,0.6262,-0.3228,0.176,1.354,0.5527,-0.5248,2.52,0.7619,0.5625,0.5475,0.8551,0.6949,0.545,0,0.9293,0.6346,0.434,0.5349,0.729,0.4203,0,0.7135
T00963,2023-01-11,05:45:00,Tram,Route_3,Station_17,Station_49,05:48:00,06:15:00,2,17,Cloudy,3,76,24,11.3,None,0,62,0,0,2,Autumn,1,0,2023-01-11T00:15:00Z,2023-01-11T00:18:00Z,2023-01-11T00:45:00Z,5,Wednesday,0,1,2,Night,19,15,0,0,27,1,4,2,0,4,0.3479,0.72,0,21.5698,8.95,85.45,13.07,71.93,-1.067,0.3964,-1.0559,0.555,-0.307,0.249,-0.6329,0.4022,-0.2691,0.9223,-0.882,-0.4875,-0.7884,-0.5248,-0.0532,0.1905,0.625,0.2,0.6667,0.4068,0.565,0,0.6263,0.4423,0.6981,0.2558,0.3454,0.1535,0,0.2303
T00964,2023-01-11,06:00:00,Tram,Route_17,Station_40,Station_24,06:02:00,06:52:00,8,13,Fog,-4.2,41,2,2.1,None,0,9,0,0,2,Summer,1,0,2023-01-11T00:30:00Z,2023-01-11T00:32:00Z,2023-01-11T01:22:00Z,6,Wednesday,0,1,2,Morning,21,5,0,0,50,0,4,3,0,3,0.0521,-0.084,0,0.4689,9.98,73.47,13.47,78.18,-0.1098,-0.0342,-1.6831,-1.1662,-1.5814,-1.3424,-0.6329,-1.4112,-0.0901,0.0329,1.146,-1.9267,-0.9621,-0.5248,-1.2529,0.4762,0.5,0.02,0.1594,0.0339,0.105,0,0.0909,0.4808,0.5094,0.7907,0.0456,0.1189,0,0.005
T00965,2023-01-11,06:15:00,Bus,Route_11,Station_21,Station_45,06:16:00,07:06:00,19,17,Clear,17.5,82,24,8.7,None,0,77,0,0,2,Autumn,1,0,2023-01-11T00:45:00Z,2023-01-11T00:46:00Z,2023-01-11T01:36:00Z,6,Wednesday,0,1,2,Morning,36,-2,0,0,50,1,1,1,0,4,0.2959,4.2,0,22.784300000000002,8.22,82.93,13.34,72.73,1.6452,0.3964,0.2072,0.8501,-0.307,-0.2008,-0.6329,0.9155,1.2529,-0.5897,1.146,-0.7405,-0.0368,-0.5248,0.0158,1,0.625,0.5625,0.7536,0.4068,0.435,0,0.7778,0.7692,0.3774,0.7907,0.2927,0.303,0,0.2432
T00966,2023-01-11,06:30:00,Bus,Route_20,Station_2,Station_35,06:34:00,07:10:00,16,15,Rain,13.6,62,27,1.7,Parade,0,79,0,0,2,Summer,1,0,2023-01-11T01:00:00Z,2023-01-11T01:04:00Z,2023-01-11T01:40:00Z,6,Wednesday,0,1,2,Morning,31,-1,0,0,36,0,1,4,3,3,0.1713,3.672,0,13.5327,9.03,74.19,13.46,75.26,1.1665,0.1811,-0.1325,-0.1335,-0.1333,-1.4116,-0.6329,0.9839,0.8052,-0.5007,-0.0885,-1.3467,-0.1508,-0.5248,-0.5102,0.8571,0.5625,0.465,0.4638,0.4576,0.085,0,0.798,0.6731,0.3962,0.4651,0.1664,0.2803,0,0.1445
T00967,2023-01-11,06:45:00,Train,Route_4,Station_37,Station_1,06:47:00,07:43:00,4,3,Clear,21.3,57,11,6.2,None,0,36,0,0,2,Winter,0,0,2023-01-11T01:15:00Z,2023-01-11T01:17:00Z,2023-01-11T02:13:00Z,6,Wednesday,0,1,2,Morning,7,-1,0,0,56,0,3,1,0,1,0.1799,2.343,0,6.4764,8.84,62.16,12.68,72.12,-0.7479,-1.1107,0.5382,-0.3794,-1.06,-0.6332,-0.6329,-0.4874,-1.3435,-0.5007,1.675,-1.3049,-0.4379,-0.5248,-0.9113,0.2857,0.1875,0.6575,0.3913,0.1864,0.31,0,0.3636,0.2115,0.3962,0.9302,0.1751,0.2232,0,0.0691
T00968,2023-01-11,07:00:00,Train,Route_2,Station_6,Station_36,07:03:00,07:39:00,-1,13,Rain,0.9,32,25,18,None,0,10,0,0,2,Spring,1,0,2023-01-11T01:30:00Z,2023-01-11T01:33:00Z,2023-01-11T02:09:00Z,7,Wednesday,0,1,2,Morning,12,14,1,0,36,0,3,4,0,2,0.4869,0.225,0,4.869,8.03,76.32,13.22,77.27,-1.5456,-0.0342,-1.2389,-1.6088,-0.2491,1.4078,-0.6329,-1.377,-0.8958,0.8334,-0.0885,0.1888,-0.8953,-0.5248,-1.0027,0.0476,0.5,0.1475,0.029,0.4237,0.9,0,0.101,0.3077,0.6792,0.4651,0.4863,0.1322,0,0.052
T00969,2023-01-11,07:15:00,Tram,Route_20,Station_44,Station_25,07:16:00,07:42:00,13,-3,Cloudy,28.6,55,47,11.5,None,500,89,0,0,2,Autumn,0,0,2023-01-11T01:45:00Z,2023-01-11T01:46:00Z,2023-01-11T02:12:00Z,7,Wednesday,0,1,2,Morning,10,-16,0,1,26,0,4,2,0,4,0.4689,13.442,44.5,41.7321,10.24,76.32,13.46,75.26,0.6879,-1.7566,1.1742,-0.4777,1.0252,0.2835,-0.3772,1.3261,-1.0749,-1.8348,-0.9702,0.1012,1.9594,-0.1524,1.0931,0.7143,0,0.84,0.3623,0.7966,0.575,0.1,0.899,0.2692,0.1132,0.2326,0.468,0.7003,0.0899,0.4455
T00970,2023-01-11,07:30:00,Metro,Route_16,Station_18,Station_45,07:30:00,08:26:00,9,2,Cloudy,0.8,83,43,14.9,Concert,0,18,0,0,2,Spring,0,0,2023-01-11T02:00:00Z,2023-01-11T02:00:00Z,2023-01-11T02:56:00Z,7,Wednesday,0,1,2,Morning,11,-7,0,0,56,0,2,2,1,2,0.5165,0.344,0,9.297,8.26,74.29,13.16,68.75,0.0498,-1.2183,-1.2476,0.8992,0.7935,0.8716,-0.6329,-1.1033,-0.9854,-1.0344,1.675,0.3328,-0.8696,-0.5248,-0.751,0.5238,0.1562,0.145,0.7681,0.7288,0.745,0,0.1818,0.2885,0.283,0.9302,0.5163,0.1373,0,0.0993
T00971,2023-01-11,07:45:00,Tram,Route_18,Station_30,Station_49,07:47:00,08:13:00,12,22,Storm,30.7,69,7,11.5,None,0,51,0,0,2,Autumn,1,0,2023-01-11T02:15:00Z,2023-01-11T02:17:00Z,2023-01-11T02:43:00Z,7,Wednesday,0,1,2,Morning,34,10,0,0,26,1,4,6,0,4,0.5655,2.149,0,28.8405,7.11,78.95,14.13,75.25,0.5284,0.9346,1.3571,0.2108,-1.2917,0.2835,-0.6329,0.0259,1.0738,0.4776,-0.9702,0.5712,-0.4798,-0.5248,0.3602,0.6667,0.7812,0.8925,0.5652,0.1186,0.575,0,0.5152,0.7308,0.6038,0.2326,0.5659,0.2149,0,0.3079
T00972,2023-01-11,08:00:00,Bus,Route_8,Station_22,Station_43,08:01:00,08:44:00,-2,-2,Storm,13,95,4,3.9,None,0,17,0,0,2,Spring,0,0,2023-01-11T02:30:00Z,2023-01-11T02:31:00Z,2023-01-11T03:14:00Z,8,Wednesday,0,1,2,Morning,-4,0,1,1,43,0,1,6,0,2,0.3983,0.52,0,6.7711,7.28,82.61,13.31,74.31,-1.7051,-1.6489,-0.1848,1.4894,-1.4655,-1.031,-0.6329,-1.1375,-2.3283,-0.4118,0.5287,-0.2423,-0.8316,-0.5248,-0.8946,0,0.0312,0.45,0.942,0.0678,0.195,0,0.1717,0,0.4151,0.6279,0.3965,0.1449,0,0.0723
T00973,2023-01-11,08:15:00,Tram,Route_3,Station_33,Station_34,08:15:00,08:59:00,10,28,Rain,17,97,10,11.9,None,0,93,0,0,2,Spring,1,0,2023-01-11T02:45:00Z,2023-01-11T02:45:00Z,2023-01-11T03:29:00Z,8,Wednesday,0,1,2,Morning,38,18,0,0,44,1,4,4,0,2,0.2887,1.7,0,26.8491,10.27,76.67,13.07,71.93,0.2093,1.5805,0.1637,1.5877,-1.118,0.3527,-0.6329,1.463,1.432,1.1891,0.6169,-0.7755,-0.5767,-0.5248,0.2469,0.5714,0.9688,0.55,0.971,0.1695,0.595,0,0.9394,0.8077,0.7547,0.6512,0.2854,0.1956,0,0.2866
T00974,2023-01-11,08:30:00,Metro,Route_9,Station_30,Station_25,08:32:00,09:22:00,3,1,Rain,30.9,76,41,15.1,None,0,31,0,0,2,Autumn,0,0,2023-01-11T03:00:00Z,2023-01-11T03:02:00Z,2023-01-11T03:52:00Z,8,Wednesday,0,1,2,Morning,4,-2,0,0,50,0,2,4,0,4,0.5103,12.669,0,15.8193,7.11,78.95,12.83,76.24,-0.9074,-1.326,1.3745,0.555,0.6777,0.9062,-0.6329,-0.6585,-1.6121,-0.5897,1.146,0.3026,1.7925,-0.5248,-0.3801,0.2381,0.125,0.8975,0.6667,0.6949,0.755,0,0.3131,0.1538,0.3774,0.7907,0.51,0.6671,0,0.1689
