trip_id,date,hour,transport_type,route_id,origin_station,destination_station,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed,total_delay,delay_change,time_of_day_bucket,is_weekend,weather_severity_index,event_impact_score
T00913,2023-01-10,17,Train,Route_11,Station_42,Station_45,14,22,Clear,3.1,11.5,None,5000,27,0,0,1,Summer,1,36,8,Afternoon,0,0.3672,135
T00914,2023-01-10,17,Metro,Route_18,Station_23,Station_44,19,10,Storm,-2,12,Festival,500,23,0,0,1,Spring,1,29,-9,Afternoon,0,0.6772,11.5
T00915,2023-01-10,17,Train,Route_15,Station_25,Station_18,10,10,Cloudy,-4.2,0.5,None,0,6,0,1,1,Summer,1,20,0,Afternoon,0,0.2846,0
T00916,2023-01-10,18,Train,Route_9,Station_21,Station_24,9,10,Clear,33.1,3.6,Sports,500,99,0,0,1,Summer,1,19,1,Evening,0,0.1787,49.5
T00917,2023-01-10,18,Metro,Route_19,Station_24,Station_47,7,21,Clear,24,11,Concert,0,78,1,0,1,Spring,1,28,14,Evening,0,0.4996,0
T00918,2023-01-10,18,Metro,Route_9,Station_25,Station_40,-2,0,Clear,27,8.1,None,5000,48,0,1,1,Summer,0,-2,2,Evening,0,0.1873,240
T00919,2023-01-10,18,Metro,Route_3,Station_45,Station_42,5,11,Fog,34.2,3.8,None,500,2,0,1,1,Winter,1,16,6,Evening,0,0.198,1
T00920,2023-01-10,19,Bus,Route_9,Station_46,Station_7,18,28,Rain,32.3,15.5,None,500,1,0,0,1,Spring,1,46,10,Evening,0,0.5183,0.5
T00921,2023-01-10,19,Tram,Route_14,Station_32,Station_50,19,14,Fog,24.5,9.8,None,0,6,0,0,1,Winter,1,33,-5,Evening,0,0.201,0
T00922,2023-01-10,19,Bus,Route_19,Station_32,Station_48,15,10,Fog,22.8,6.2,Festival,0,79,0,0,1,Spring,1,25,-5,Evening,0,0.1544,0
T00923,2023-01-10,19,Tram,Route_7,Station_5,Station_20,-1,-3,Fog,8.5,3.2,Sports,0,20,0,1,1,Winter,0,-4,-2,Evening,0,0.3284,0
T00924,2023-01-10,20,Bus,Route_16,Station_36,Station_27,13,16,Rain,-0.8,12.2,None,0,8,0,1,1,Summer,1,29,3,Evening,0,0.3252,0
T00925,2023-01-10,20,Tram,Route_16,Station_46,Station_6,9,6,Fog,17.9,13.3,None,0,11,0,0,1,Autumn,1,15,-3,Evening,0,0.4387,0
T00926,2023-01-10,20,Bus,Route_1,Station_42,Station_27,6,6,Storm,18.1,13.4,Concert,0,92,0,0,1,Winter,1,12,0,Evening,0,0.6645,0
T00927,2023-01-10,20,Metro,Route_4,Station_49,Station_9,0,20,Clear,33.1,4.4,None,0,23,0,1,1,Winter,1,20,20,Evening,0,0.3066,0
T00928,2023-01-10,21,Train,Route_4,Station_42,Station_45,19,24,Clear,12.7,11.9,None,5000,32,0,0,1,Autumn,1,43,5,Evening,0,0.243,160
T00929,2023-01-10,21,Bus,Route_7,Station_39,Station_31,18,23,Cloudy,22.6,18.1,None,0,77,0,0,1,Autumn,1,41,5,Evening,0,0.3923,0
T00930,2023-01-10,21,Tram,Route_8,Station_16,Station_21,1,-3,Snow,18,7.1,Festival,0,42,0,0,1,Winter,0,-2,-4,Evening,0,0.5996,0
T00931,2023-01-10,21,Metro,Route_17,Station_33,Station_26,-1,29,Storm,2.1,4.2,None,5000,81,0,0,1,Winter,1,28,30,Evening,0,0.628,405
T00932,2023-01-10,22,Bus,Route_5,Station_49,Station_40,5,0,Rain,18.7,15.4,None,5000,4,0,1,1,Winter,0,5,-5,Evening,0,0.3994,20
T00933,2023-01-10,22,Bus,Route_7,Station_21,Station_48,7,3,Snow,16.6,3.5,Parade,0,78,0,1,1,Spring,0,10,-4,Evening,0,0.4259,0
T00934,2023-01-10,22,Metro,Route_20,Station_9,Station_45,13,5,Clear,14.8,5.1,None,0,70,0,0,1,Winter,0,18,-8,Evening,0,0.1426,0
T00935,2023-01-10,22,Bus,Route_20,Station_6,Station_13,8,12,Fog,15.5,2,Festival,0,88,0,0,1,Winter,1,20,4,Evening,0,0.1722,0
T00936,2023-01-10,23,Train,Route_4,Station_45,Station_49,15,1,Cloudy,1.6,5.4,None,0,13,0,0,1,Autumn,0,16,-14,Evening,0,0.174,0
T00937,2023-01-10,23,Bus,Route_6,Station_35,Station_23,19,19,Cloudy,13.5,8.2,None,5000,35,0,1,1,Autumn,1,38,0,Evening,0,0.169,175
T00938,2023-01-10,23,Train,Route_7,Station_39,Station_20,11,21,Clear,19.2,1.3,None,2000,34,0,0,1,Spring,1,32,10,Evening,0,0.1277,68
T00939,2023-01-10,23,Train,Route_18,Station_22,Station_37,5,9,Storm,14.6,17.4,None,0,49,0,0,1,Spring,1,14,4,Evening,0,0.6631,0
T00940,2023-01-11,0,Metro,Route_5,Station_41,Station_28,12,20,Snow,14.5,10.3,None,5000,87,0,0,2,Summer,1,32,8,Night,0,0.8059,435
T00941,2023-01-11,0,Bus,Route_20,Station_5,Station_17,14,7,Cloudy,-1.9,11.8,None,500,78,0,0,2,Winter,1,21,-7,Night,0,0.4901,39
T00942,2023-01-11,0,Metro,Route_3,Station_42,Station_28,18,13,Clear,2.6,7.4,None,5000,10,0,0,2,Winter,1,31,-5,Night,0,0.2496,50
T00943,2023-01-11,0,Bus,Route_7,Station_23,Station_41,15,9,Storm,7.8,13.4,None,5000,23,0,1,2,Autumn,1,24,-6,Night,0,0.8068,115
T00944,2023-01-11,1,Bus,Route_14,Station_17,Station_2,3,23,Clear,11.8,8.6,Concert,0,74,0,0,2,Summer,1,26,20,Night,0,0.2787,0
T00945,2023-01-11,1,Tram,Route_7,Station_12,Station_25,11,16,Clear,18.8,15.2,Protest,0,43,0,0,2,Winter,1,27,5,Night,0,0.5479,0
T00946,2023-01-11,1,Bus,Route_5,Station_23,Station_50,0,29,Storm,29.5,16.4,Festival,0,50,0,0,2,Summer,1,29,29,Night,0,0.6329,0
T00947,2023-01-11,1,Metro,Route_5,Station_16,Station_41,4,28,Storm,1.4,13.4,None,5000,16,0,0,2,Spring,1,32,24,Night,0,0.6492,80
T00948,2023-01-11,2,Train,Route_2,Station_3,Station_6,12,4,Storm,-4.4,9.8,Festival,5000,69,0,0,2,Winter,0,16,-8,Night,0,0.5874,345
T00949,2023-01-11,2,Bus,Route_6,Station_30,Station_11,18,25,Clear,13,15.6,None,0,84,1,0,2,Winter,1,43,7,Night,0,0.5101,0
T00950,2023-01-11,2,Tram,Route_15,Station_22,Station_38,13,15,Cloudy,12.3,9.9,None,0,7,0,1,2,Spring,1,28,2,Night,0,0.3149,0
T00951,2023-01-11,2,Metro,Route_10,Station_9,Station_6,13,2,Rain,17.1,2.2,None,0,78,0,0,2,Winter,0,15,-11,Night,0,0.1406,0
T00952,2023-01-11,3,Bus,Route_7,Station_29,Station_45,5,17,Rain,28.3,2.3,Sports,2000,95,0,0,2,Spring,1,22,12,Night,0,0.2341,190
T00953,2023-01-11,3,Metro,Route_5,Station_47,Station_11,4,18,Clear,27.1,19,Festival,0,73,0,0,2,Spring,1,22,14,Night,0,0.4357,0
T00954,2023-01-11,3,Tram,Route_1,Station_37,Station_14,3,6,Clear,-1,4.3,Concert,0,27,0,1,2,Summer,1,9,3,Night,0,0.208,0
T00955,2023-01-11,3,Tram,Route_13,Station_23,Station_2,-1,6,Cloudy,32.4,16.3,None,0,78,0,0,2,Autumn,1,5,7,Night,0,0.4377,0
T00956,2023-01-11,4,Metro,Route_18,Station_13,Station_40,19,25,Storm,-0.6,4.9,Concert,2000,11,0,1,2,Autumn,1,44,6,Night,0,0.6471,22
T00957,2023-01-11,4,Bus,Route_13,Station_32,Station_3,10,12,Clear,20.4,8.6,None,5000,42,0,0,2,Spring,1,22,2,Night,0,0.4668,210
T00958,2023-01-11,4,Train,Route_18,Station_46,Station_35,9,-3,Fog,21.9,13.1,None,0,81,0,0,2,Summer,0,6,-12,Night,0,0.4297,0
T00959,2023-01-11,4,Tram,Route_5,Station_47,Station_33,12,13,Storm,22.2,3.2,None,0,36,0,0,2,Spring,1,25,1,Night,0,0.5216,0
T00960,2023-01-11,5,Bus,Route_13,Station_48,Station_24,6,26,Clear,5.6,14.7,None,500,87,0,1,2,Summer,1,32,20,Night,0,0.5481,43.5
T00961,2023-01-11,5,Bus,Route_4,Station_23,Station_19,-1,22,Fog,8.2,13.8,None,5000,62,0,0,2,Summer,1,21,23,Night,0,0.3928,310
T00962,2023-01-11,5,Train,Route_17,Station_45,Station_18,14,15,Snow,16.9,10.9,Sports,0,92,0,0,2,Autumn,1,29,1,Night,0,0.7264,0
T00963,2023-01-11,5,Tram,Route_3,Station_17,Station_49,2,17,Cloudy,3,11.3,None,0,62,0,0,2,Autumn,1,19,15,Night,0,0.3479,0
T00964,2023-01-11,6,Tram,Route_17,Station_40,Station_24,8,13,Fog,-4.2,2.1,None,0,9,0,0,2,Summer,1,21,5,Morning,0,0.0521,0
T00965,2023-01-11,6,Bus,Route_11,Station_21,Station_45,19,17,Clear,17.5,8.7,None,0,77,0,0,2,Autumn,1,36,-2,Morning,0,0.2959,0
T00966,2023-01-11,6,Bus,Route_20,Station_2,Station_35,16,15,Rain,13.6,1.7,Parade,0,79,0,0,2,Summer,1,31,-1,Morning,0,0.1713,0
T00967,2023-01-11,6,Train,Route_4,Station_37,Station_1,4,3,Clear,21.3,6.2,None,0,36,0,0,2,Winter,0,7,-1,Morning,0,0.1799,0
T00968,2023-01-11,7,Train,Route_2,Station_6,Station_36,-1,13,Rain,0.9,18,None,0,10,0,0,2,Spring,1,12,14,Morning,0,0.4869,0
T00969,2023-01-11,7,Tram,Route_20,Station_44,Station_25,13,-3,Cloudy,28.6,11.5,None,500,89,0,0,2,Autumn,0,10,-16,Morning,0,0.4689,44.5
T00970,2023-01-11,7,Metro,Route_16,Station_18,Station_45,9,2,Cloudy,0.8,14.9,Concert,0,18,0,0,2,Spring,0,11,-7,Morning,0,0.5165,0
T00971,2023-01-11,7,Tram,Route_18,Station_30,Station_49,12,22,Storm,30.7,11.5,None,0,51,0,0,2,Autumn,1,34,10,Morning,0,0.5655,0
T00972,2023-01-11,8,Bus,Route_8,Station_22,Station_43,-2,-2,Storm,13,3.9,None,0,17,0,0,2,Spring,0,-4,0,Morning,0,0.3983,0
T00973,2023-01-11,8,Tram,Route_3,Station_33,Station_34,10,28,Rain,17,11.9,None,0,93,0,0,2,Spring,1,38,18,Morning,0,0.2887,0
T00974,2023-01-11,8,Metro,Route_9,Station_30,Station_25,3,1,Rain,30.9,15.1,None,0,31,0,0,2,Autumn,0,4,-2,Morning,0,0.5103,0
T00975,2023-01-11,8,Train,Route_20,Station_17,Station_16,10,27,Cloudy,7,2.8,None,5000,22,0,0,2,Autumn,1,37,17,Morning,0,0.2289,110
T00976,2023-01-11,9,Metro,Route_6,Station_43,Station_34,15,8,Fog,2.3,16.3,Concert,0,11,0,0,2,Autumn,1,23,-7,Morning,0,0.458,0
T00977,2023-01-11,9,Metro,Route_10,Station_32,Station_29,0,26,Rain,12.8,11.1,Festival,0,57,0,0,2,Autumn,1,26,26,Morning,0,0.4965,0
T00978,2023-01-11,9,Metro,Route_10,Station_42,Station_19,-2,2,Rain,4.8,0.1,Festival,0,76,0,0,2,Summer,0,0,4,Morning,0,0.2054,0
T00979,2023-01-11,9,Train,Route_13,Station_14,Station_23,12,11,Fog,16.1,10.4,Concert,5000,20,0,0,2,Autumn,1,23,-1,Morning,0,0.4265,100
T00980,2023-01-11,10,Metro,Route_17,Station_10,Station_19,10,11,Storm,6,7.9,None,0,20,0,0,2,Autumn,1,21,1,Morning,0,0.6461,0
T00981,2023-01-11,10,Metro,Route_9,Station_47,Station_25,2,12,Storm,29.6,5.9,Protest,0,92,0,0,2,Autumn,1,14,10,Morning,0,0.5095,0
T00982,2023-01-11,10,Metro,Route_17,Station_36,Station_16,10,16,Rain,19.3,15.4,Protest,0,92,0,0,2,Winter,1,26,6,Morning,0,0.5468,0
T00983,2023-01-11,10,Bus,Route_9,Station_34,Station_9,19,9,Storm,-5,18,Protest,0,90,0,0,2,Spring,1,28,-10,Morning,0,0.9242,0
T00984,2023-01-11,11,Metro,Route_9,Station_9,Station_1,2,27,Storm,27.2,15.3,None,2000,28,1,0,2,Autumn,1,29,25,Morning,0,0.8804,56
T00985,2023-01-11,11,Train,Route_1,Station_42,Station_42,16,25,Snow,8.2,16.9,None,0,78,1,1,2,Autumn,1,41,9,Morning,0,0.9175,0
T00986,2023-01-11,11,Metro,Route_2,Station_28,Station_19,18,-1,Storm,7.8,18.2,Parade,5000,46,0,0,2,Spring,0,17,-19,Morning,0,0.8214,230
T00987,2023-01-11,11,Metro,Route_16,Station_11,Station_33,15,5,Cloudy,10.3,18.3,Parade,0,11,0,1,2,Spring,0,20,-10,Morning,0,0.5946,0
T00988,2023-01-11,12,Train,Route_1,Station_14,Station_34,18,7,Clear,20.2,2.3,None,5000,57,0,0,2,Summer,1,25,-11,Afternoon,0,0.1833,285
T00989,2023-01-11,12,Metro,Route_10,Station_39,Station_16,19,7,Rain,12.7,9.1,Parade,0,40,0,1,2,Spring,1,26,-12,Afternoon,0,0.3599,0
T00990,2023-01-11,12,Train,Route_18,Station_47,Station_44,7,21,Rain,20.1,0,Sports,5000,18,0,0,2,Spring,1,28,14,Afternoon,0,0.0864,90
T00991,2023-01-11,12,Metro,Route_8,Station_19,Station_40,5,18,Cloudy,0.9,10.1,None,0,11,0,1,2,Winter,1,23,13,Afternoon,0,0.2477,0
T00992,2023-01-11,13,Train,Route_11,Station_15,Station_18,12,5,Clear,33.8,18.5,None,0,22,0,0,2,Summer,0,17,-7,Afternoon,0,0.5274,0
T00993,2023-01-11,13,Metro,Route_2,Station_28,Station_34,18,16,Clear,24.2,4,None,0,4,0,0,2,Winter,1,34,-2,Afternoon,0,0.1664,0
T00994,2023-01-11,13,Metro,Route_8,Station_24,Station_25,17,17,Cloudy,5,12.8,None,5000,25,0,0,2,Spring,1,34,0,Afternoon,0,0.3118,125
T00995,2023-01-11,13,Bus,Route_8,Station_8,Station_45,19,6,Fog,24,12.9,Parade,0,62,0,1,2,Autumn,1,25,-13,Afternoon,0,0.5121,0
T00996,2023-01-11,14,Bus,Route_17,Station_43,Station_6,1,18,Fog,18,3.2,None,0,51,0,1,2,Summer,1,19,17,Afternoon,0,0.0996,0
T00997,2023-01-11,14,Metro,Route_15,Station_9,Station_21,-1,25,Clear,-0.6,4.8,Protest,0,9,0,0,2,Spring,1,24,26,Afternoon,0,0.2587,0
T00998,2023-01-11,14,Metro,Route_17,Station_47,Station_6,3,5,Fog,2.1,9.2,Protest,5000,85,0,0,2,Spring,0,8,2,Afternoon,0,0.4127,425
T00999,2023-01-11,14,Tram,Route_13,Station_33,Station_32,0,1,Fog,-3.3,3.8,None,0,38,0,0,2,Autumn,0,1,1,Afternoon,0,0.3505,0
T01000,2023-01-11,15,Train,Route_19,Station_33,Station_41,4,7,Fog,27.4,11.7,None,0,22,0,0,2,Autumn,1,11,3,Afternoon,0,0.422,0
T01001,2023-01-11,15,Tram,Route_5,Station_19,Station_48,7,-3,Clear,17.1,9.7,Concert,5000,10,0,0,2,Autumn,0,4,-10,Afternoon,0,0.26,50
T01002,2023-01-11,15,Bus,Route_12,Station_3,Station_43,3,-3,Fog,7.7,10.4,None,5000,91,0,1,2,Summer,0,0,-6,Afternoon,0,0.213,455
T01003,2023-01-11,15,Bus,Route_1,Station_10,Station_39,13,1,Rain,0.1,2.7,Concert,0,94,1,0,2,Winter,0,14,-12,Afternoon,0,0.0947,0
T01004,2023-01-11,16,Bus,Route_5,Station_40,Station_31,-1,18,Snow,14.4,10.3,None,5000,71,0,0,2,Summer,1,17,19,Afternoon,0,0.7245,355
T01005,2023-01-11,16,Bus,Route_8,Station_47,Station_42,14,22,Clear,16,1,None,0,47,0,0,2,Autumn,1,36,8,Afternoon,0,0.0403,0
T01006,2023-01-11,16,Metro,Route_13,Station_42,Station_10,10,2,Cloudy,23.1,17.6,None,0,91,0,0,2,Summer,0,12,-8,Afternoon,0,0.5196,0
T01007,2023-01-11,16,Bus,Route_8,Station_1,Station_30,-2,28,Fog,33.8,6.9,None,5000,15,1,0,2,Autumn,1,26,30,Afternoon,0,0.2295,75
T01008,2023-01-11,17,Metro,Route_11,Station_29,Station_18,3,7,Storm,12.4,17.1,None,2000,45,0,0,2,Winter,1,10,4,Afternoon,0,0.6723,90
T01009,2023-01-11,17,Metro,Route_1,Station_50,Station_24,2,6,Clear,11.2,14,Parade,0,46,0,0,2,Summer,1,8,4,Afternoon,0,0.4731,0
T01010,2023-01-11,17,Bus,Route_13,Station_34,Station_9,10,27,Cloudy,9.8,15.3,None,0,94,0,0,2,Winter,1,37,17,Afternoon,0,0.5143,0
T01011,2023-01-11,17,Bus,Route_19,Station_13,Station_31,15,8,Snow,28.1,6.3,Festival,0,47,0,0,2,Winter,1,23,-7,Afternoon,0,0.5073,0
T01012,2023-01-11,18,Train,Route_3,Station_1,Station_15,9,12,Rain,1.3,4.6,Parade,2000,79,0,0,2,Autumn,1,21,3,Evening,0,0.2191,158
T01013,2023-01-11,18,Tram,Route_17,Station_34,Station_4,4,-1,Cloudy,8.8,8.1,Festival,5000,68,0,1,2,Summer,0,3,-5,Evening,0,0.3907,340
T01014,2023-01-11,18,Bus,Route_5,Station_29,Station_40,12,-2,Fog,24,0.5,None,0,98,0,0,2,Summer,0,10,-14,Evening,0,0.1422,0
T01015,2023-01-11,18,Train,Route_20,Station_48,Station_9,0,1,Storm,-4.4,18.4,Sports,5000,24,0,1,2,Winter,0,1,1,Evening,0,0.8814,120
T01016,2023-01-11,19,Train,Route_8,Station_47,Station_45,13,7,Fog,6.6,7.7,None,0,76,0,0,2,Autumn,1,20,-6,Evening,0,0.2912,0
T01017,2023-01-11,19,Tram,Route_14,Station_13,Station_9,-2,21,Cloudy,20.7,19.8,None,500,92,0,0,2,Winter,1,19,23,Evening,0,0.4924,46
T01018,2023-01-11,19,Metro,Route_4,Station_48,Station_26,13,18,Clear,2.4,15.2,Festival,0,90,0,0,2,Winter,1,31,5,Evening,0,0.3293,0
T01019,2023-01-11,19,Bus,Route_11,Station_49,Station_4,9,18,Storm,7.1,1.6,None,0,80,0,0,2,Winter,1,27,9,Evening,0,0.3676,0
T01020,2023-01-11,20,Tram,Route_20,Station_29,Station_17,16,7,Storm,14.4,13.2,Parade,0,36,0,1,2,Winter,1,23,-9,Evening,0,0.7215,0
T01021,2023-01-11,20,Bus,Route_15,Station_39,Station_16,5,28,Cloudy,11.9,5.4,Concert,5000,62,0,0,2,Summer,1,33,23,Evening,0,0.1995,310
T01022,2023-01-11,20,Train,Route_19,Station_24,Station_15,9,27,Snow,-0.8,4.9,None,0,28,0,0,2,Spring,1,36,18,Evening,0,0.5556,0
T01023,2023-01-11,20,Train,Route_7,Station_26,Station_35,12,4,Snow,32.5,5.1,None,0,57,0,0,2,Summer,0,16,-8,Evening,0,0.4935,0
T01024,2023-01-11,21,Metro,Route_19,Station_17,Station_5,-1,16,Fog,-3.2,18.3,Sports,5000,97,0,0,2,Autumn,1,15,17,Evening,0,0.4828,485
T01025,2023-01-11,21,Train,Route_19,Station_7,Station_5,14,0,Cloudy,25,10,None,0,93,0,0,2,Spring,0,14,-14,Evening,0,0.3168,0
T01026,2023-01-11,21,Train,Route_11,Station_13,Station_20,4,14,Storm,-2.1,13.4,Sports,0,30,0,0,2,Winter,1,18,10,Evening,0,0.8475,0
T01027,2023-01-11,21,Tram,Route_5,Station_5,Station_15,10,0,Cloudy,13.7,5.6,None,0,85,0,0,2,Summer,0,10,-10,Evening,0,0.1933,0
T01028,2023-01-11,22,Bus,Route_5,Station_26,Station_18,-2,16,Storm,2,10.5,None,5000,88,1,0,2,Spring,1,14,18,Evening,0,0.7896,440
T01029,2023-01-11,22,Bus,Route_8,Station_49,Station_47,3,5,Fog,0.6,7,None,0,67,0,0,2,Winter,0,8,2,Evening,0,0.4196,0
T01030,2023-01-11,22,Tram,Route_10,Station_3,Station_2,10,12,Clear,0,6.4,None,0,98,0,0,2,Summer,1,22,2,Evening,0,0.2144,0
T01031,2023-01-11,22,Metro,Route_6,Station_7,Station_29,8,22,Clear,13.1,4.9,None,0,40,1,0,2,Spring,1,30,14,Evening,0,0.1539,0
T01032,2023-01-11,23,Bus,Route_15,Station_49,Station_13,7,21,Cloudy,15.6,8.2,None,5000,49,0,0,2,Summer,1,28,14,Evening,0,0.3673,245
T01033,2023-01-11,23,Train,Route_16,Station_39,Station_4,13,0,Storm,0.3,13.2,None,0,43,0,0,2,Spring,0,13,-13,Evening,0,0.6757,0
T01034,2023-01-11,23,Bus,Route_17,Station_1,Station_42,17,15,Clear,34.2,4.4,Sports,0,8,0,0,2,Autumn,1,32,-2,Evening,0,0.3676,0
T01035,2023-01-11,23,Train,Route_8,Station_49,Station_45,14,10,Storm,5.3,19.3,Concert,500,58,0,0,2,Summer,1,24,-4,Evening,0,0.9248,29
T01036,2023-01-12,0,Metro,Route_8,Station_17,Station_10,14,17,Fog,13.4,2.5,None,0,89,0,1,3,Summer,1,31,3,Night,0,0.1364,0
T01037,2023-01-12,0,Tram,Route_9,Station_43,Station_31,1,11,Cloudy,3.7,9.6,Concert,0,90,0,0,3,Spring,1,12,10,Night,0,0.2682,0
T01038,2023-01-12,0,Bus,Route_2,Station_25,Station_41,2,-1,Storm,14.8,1.7,Concert,5000,26,0,0,3,Autumn,0,1,-3,Night,0,0.4103,130
T01039,2023-01-12,0,Tram,Route_15,Station_3,Station_8,11,12,Cloudy,25.2,0.5,None,0,81,0,1,3,Summer,1,23,1,Night,0,0.188,0
T01040,2023-01-12,1,Bus,Route_18,Station_15,Station_3,17,10,Storm,15.8,18.5,None,2000,93,0,0,3,Autumn,1,27,-7,Night,0,0.7817,186
T01041,2023-01-12,1,Train,Route_3,Station_29,Station_48,7,5,Snow,6.4,16.2,None,5000,58,0,0,3,Autumn,0,12,-2,Night,0,0.7306,290
T01042,2023-01-12,1,Tram,Route_17,Station_43,Station_46,11,3,Snow,4.9,13.9,None,0,94,0,0,3,Summer,0,14,-8,Night,0,0.7711,0
T01043,2023-01-12,1,Bus,Route_4,Station_32,Station_9,-2,10,Storm,25.4,17.3,None,0,2,0,1,3,Winter,1,8,12,Night,0,0.8085,0
T01044,2023-01-12,2,Train,Route_4,Station_26,Station_30,8,2,Fog,-0.3,16.1,None,5000,92,0,1,3,Spring,0,10,-6,Night,0,0.4388,460
T01045,2023-01-12,2,Tram,Route_14,Station_16,Station_11,15,17,Cloudy,9.8,12.9,None,2000,6,0,0,3,Summer,1,32,2,Night,0,0.5324,12
T01046,2023-01-12,2,Tram,Route_9,Station_25,Station_35,13,11,Rain,1.1,16.9,Festival,0,81,0,0,3,Autumn,1,24,-2,Night,0,0.4344,0
T01047,2023-01-12,2,Bus,Route_9,Station_28,Station_37,15,4,Storm,5.3,7.8,None,0,15,0,0,3,Spring,0,19,-11,Night,0,0.6186,0
T01048,2023-01-12,3,Bus,Route_18,Station_9,Station_42,5,-3,Storm,1.1,11.1,Sports,500,48,0,0,3,Summer,0,2,-8,Night,0,0.6744,24
T01049,2023-01-12,3,Bus,Route_10,Station_1,Station_13,7,28,Snow,30.5,15.5,Protest,0,31,0,0,3,Spring,1,35,21,Night,0,0.8082,0
T01050,2023-01-12,3,Train,Route_4,Station_29,Station_36,7,1,Clear,24.3,1.7,None,0,88,0,0,3,Spring,0,8,-6,Night,0,0.3238,0
T01051,2023-01-12,3,Bus,Route_12,Station_22,Station_13,2,26,Snow,17.4,17.2,Festival,5000,43,0,0,3,Autumn,1,28,24,Night,0,0.9184,215
T01052,2023-01-12,4,Tram,Route_8,Station_16,Station_12,7,18,Cloudy,4,3.1,None,0,95,0,1,3,Winter,1,25,11,Night,0,0.0976,0
T01053,2023-01-12,4,Tram,Route_2,Station_41,Station_37,15,16,Snow,15.4,17.3,Festival,5000,18,0,0,3,Winter,1,31,1,Night,0,0.6916,90
T01054,2023-01-12,4,Bus,Route_13,Station_44,Station_10,18,12,Rain,15.8,6.2,None,500,2,0,0,3,Spring,1,30,-6,Night,0,0.1239,1
T01055,2023-01-12,4,Bus,Route_16,Station_41,Station_9,3,3,Fog,18.6,6.5,None,0,59,0,1,3,Autumn,0,6,0,Night,0,0.2316,0
T01056,2023-01-12,5,Metro,Route_2,Station_7,Station_7,0,3,Rain,-2.6,1.5,Concert,2000,34,0,1,3,Autumn,0,3,3,Night,0,0.152,68
T01057,2023-01-12,5,Tram,Route_11,Station_14,Station_2,5,-2,Fog,33.9,17.7,Festival,0,28,0,0,3,Summer,0,3,-7,Night,0,0.5115,0
T01058,2023-01-12,5,Train,Route_10,Station_29,Station_23,6,10,Rain,13.6,3.5,None,0,74,1,0,3,Spring,1,16,4,Night,0,0.3344,0
T01059,2023-01-12,5,Metro,Route_15,Station_19,Station_39,2,27,Snow,32.1,12.6,Sports,0,69,0,0,3,Summer,1,29,25,Night,0,0.7807,0
T01060,2023-01-12,6,Bus,Route_17,Station_19,Station_40,-1,10,Rain,-4.6,12.9,Sports,0,82,0,1,3,Autumn,1,9,11,Morning,0,0.4867,0
T01061,2023-01-12,6,Bus,Route_8,Station_2,Station_39,-1,1,Snow,4.9,5.6,None,500,44,0,0,3,Spring,0,0,2,Morning,0,0.4577,22
T01062,2023-01-12,6,Tram,Route_18,Station_41,Station_21,4,7,Snow,-0.8,19.7,None,5000,26,0,0,3,Winter,1,11,3,Morning,0,0.9938,130
T01063,2023-01-12,6,Bus,Route_9,Station_45,Station_23,14,1,Cloudy,25.8,1.3,None,5000,68,1,0,3,Winter,0,15,-13,Morning,0,0.2802,340
T01064,2023-01-12,7,Train,Route_8,Station_15,Station_29,7,25,Snow,7.8,12.2,None,0,89,0,0,3,Summer,1,32,18,Morning,0,0.8286,0
T01065,2023-01-12,7,Tram,Route_14,Station_3,Station_14,9,7,Clear,28.6,9.6,Sports,2000,34,0,1,3,Spring,1,16,-2,Morning,0,0.4309,68
T01066,2023-01-12,7,Bus,Route_18,Station_11,Station_26,-1,1,Rain,28.3,4.9,Festival,0,18,1,0,3,Autumn,0,0,2,Morning,0,0.1386,0
T01067,2023-01-12,7,Tram,Route_20,Station_46,Station_5,7,28,Storm,21.7,3.3,Sports,0,16,0,0,3,Summer,1,35,21,Morning,0,0.4626,0
T01068,2023-01-12,8,Bus,Route_20,Station_30,Station_31,17,11,Storm,21.6,14.7,Parade,0,34,0,0,3,Winter,1,28,-6,Morning,0,0.8328,0
T01069,2023-01-12,8,Bus,Route_12,Station_40,Station_25,-2,15,Storm,23,18.3,None,0,76,0,0,3,Autumn,1,13,17,Morning,0,0.7624,0
T01070,2023-01-12,8,Bus,Route_19,Station_18,Station_31,1,18,Clear,22,2.2,None,0,77,0,0,3,Spring,1,19,17,Morning,0,0.3389,0
T01071,2023-01-12,8,Train,Route_14,Station_48,Station_50,10,13,Snow,10.5,3.9,Festival,0,29,0,1,3,Winter,1,23,3,Morning,0,0.5763,0
T01072,2023-01-12,9,Train,Route_17,Station_2,Station_20,9,8,Rain,22.3,19.7,Festival,0,47,0,1,3,Autumn,1,17,-1,Morning,0,0.4243,0
T01073,2023-01-12,9,Tram,Route_3,Station_32,Station_44,8,21,Fog,30.9,0.3,None,0,56,0,0,3,Winter,1,29,13,Morning,0,0.0568,0
T01074,2023-01-12,9,Bus,Route_7,Station_8,Station_17,7,13,Fog,8.3,10.2,None,5000,16,0,0,3,Spring,1,20,6,Morning,0,0.3056,80
T01075,2023-01-12,9,Bus,Route_17,Station_22,Station_45,12,6,Cloudy,32.8,10.3,Protest,5000,14,0,1,3,Summer,1,18,-6,Morning,0,0.394,70
